tweet_id,message,intent,escalate,label_notes
648645,"Hi, sorry for drop in, but have same question. Because in the payment page, we can choose xl axiata as the provider. Although when i tried it, it says that it's error. Is it a mistake or it's planned for the future?",subscription_or_payment,yes,
1009375,"The whole story is that my phone sometimes loses contact with SD card. Once recovered, Spotify doesn't recognise the downloads on the SD.",app_or_technical_issue,no,
1870132,"I have an iPhone SE btw. And machine is windows 10. But as it’s exactly the same on both, i don’t think it’s causing the issue.",other_or_unclear,no,
2924049,Sure. 11.1.2 and here is a screenshot to hopefully help.,other_or_unclear,no,
1444688,"I tried that, but so far the lists seemed the same. I guess I have to check tomorrow when I cycle to work again. I’ll let you know.",other_or_unclear,no,
1263458,Thank you for getting back to me.,other_or_unclear,no,
2507490,Awesome! Hope to see the update soon! 🙌🏼,app_or_technical_issue,no,
1964312,And will sending it out to the community get the software developers' attention?,other_or_unclear,no,
1930974,I dont know about other device. I need to check. In web app it works right. I opened web app after really long time &amp; I am shocked. Its BAD.,app_or_technical_issue,no,
2276896,Sure it’s an iPhone 6s on iOS 11.1.1 and version 8.4.26.793 I’m on a Premium Account as well,account_or_access,yes,
2251423,I hope so because I use Spotify everyday and have enlisted others to use it too. Not sure how much more of a fan I can get.,other_or_unclear,no,
1730849,i mean sometimes Spotify doesn’t update the song streams at the same time it usually does so i was worried something was happening,app_or_technical_issue,no,
2887775,Should you not give you members a better deal my son loves listening to his music and pays his £9-99 you should try and be fair with everyone,subscription_or_payment,yes,
1063359,"Nope, it doesn't. It's amazingly useless TBH. It gives absolutely no information on what the available functionality is.",music_or_content_request,no,
466055,"Motorola g5 plus, nougat",other_or_unclear,no,
1128836,"Thanks, that seems to have done the trick for the moment!",other_or_unclear,no,
2239643,You just released the test flight version that has support for iPhone X. Did you know that? Probably not. I found it in 4 minutes,other_or_unclear,no,
1243940,samsung cell phone. latest updated version from the play store.,playback_issue,no,
2891289,Problem seems to be remediated,other_or_unclear,no,
2066023,"completely forgot, sending a dm right meow",other_or_unclear,no,
2286399,"Okay, thank you so much for the answer. I'll be waiting for it. Thanks again.",other_or_unclear,no,
141182,"I can't log into my account, because. I don't know the email address that is registered with my account and I need to update my banking but therefore can't. Can you help with this? I don't really want to make a new account.",app_or_technical_issue,no,
1289174,Google Pixel Android 7.1.2 Apps on both Android and PS4 are fully up to date.,app_or_technical_issue,no,
2293844,"Yup, put them in one playlist, here's what happens (it's not all of the songs, but a bunch of them)",playback_issue,no,
181682,"Ah, on by default and sneakily hidden under ""advanced settings"". I've switched it off. You should put it ""off"" by default, and make it enablable by the same Operating System level of configs which allows any mac app to be opened on startup.",app_or_technical_issue,no,
2913910,Yeah I noticed lol thanks 👍,other_or_unclear,no,
211087,Now seems I can use storage device to save. Bt the song I've been downloaded can't play offline. I hv to re-download. Where's all my songs?,playback_issue,no,
272242,that article did not answer my question.,other_or_unclear,no,
1154180,Thanks appreciate it love u guys #letsdothisman,app_or_technical_issue,no,
2259622,I'm talking about the Spotify+Hulu package,other_or_unclear,no,
1211742,"iPhone 7+, iOS 11.0.3, Spotify v8.4.22.515 (I’m a paid subscribers)",other_or_unclear,no,
974972,It’s not any of those things I don’t think but it’s cool! Still love you guys 😊,other_or_unclear,no,
1315452,"shit, here I am totally complaining. thanks very much",other_or_unclear,no,
2298904,I have spotify premium and have down loaded all my songs but since switching phones i can't use it with out connecting to the internet.,app_or_technical_issue,no,
2190750,Tried my son's phone w/ Sony headphones. Worked like a charm!,other_or_unclear,no,
1099427,"#Lossless is a step forward, but I'm looking for #HiRes.",other_or_unclear,no,
1386923,I'm not gonna carry an Ipad or a 55inch tv to listen to other songs wtf. How is a music steaming service who takes money from me limit me???,subscription_or_payment,yes,
684940,Thank you! It's really been driving me mad!,other_or_unclear,no,
187551,yas you should add their solo' single to that playlist!! it would be nice and makes a lot of fans very happy!! thxx,playback_issue,no,
844351,Ok deleted on both and reinstalled. It now works on my PC but still not on my phone...,other_or_unclear,no,
1826396,I am using an iPhone 6s and the most recent update on app and iPhone software,app_or_technical_issue,no,
95805,Do you guys know when mixtape Benny On Steroids is gonna be up tho,other_or_unclear,no,
1523739,"Thank you, I appreciate it 🙂",app_or_technical_issue,no,
1230173,"iPhone 6s, most recent spotify, and it just happened randomly and it's annoying",app_or_technical_issue,no,
1636799,"Okey! Thanks for the help anyways, great support☺️🤙🏽",other_or_unclear,no,
2705886,Got it figured out. It spawned from my everyday premium SFY account being a variant of my normal because my normal email account is now forever req'd to be linked to FB apparently.,app_or_technical_issue,no,
1760771,Here you go. Does not show up in search results but it was still in my play history:,playback_issue,no,
896071,"No, I was not able to. The link you sent contains no instructions for how to queue songs on the Spotify web player.",playback_issue,no,
911617,My Lana is working again! Thank you!,other_or_unclear,no,
89484,Yeah it's not working,other_or_unclear,no,
570527,"iPhone 7plus, iOS 11.2, Spotify version 8.4.28",other_or_unclear,no,
416205,Hey thanks for replying so fast I don't get any message it just won't play.,playback_issue,no,
67695,Hey my accounts not working it’s saying that my passwords wrong I’ve tried to reset but the email ends up linking me to where I started and then tells me my CSRF token is invalid,account_or_access,yes,
1855587,"Thanks. Here’s the album in question, although this one’s not exceptional: the problem affects most classical albums",music_or_content_request,no,
2239727,hi. It’s still happening. What can i do ?,app_or_technical_issue,no,
2728385,"will try that out, thanks :)",other_or_unclear,no,
609556,"My premium account, suddenly turn in to a free account, I have paid but I just can't go back to premium! I think it is cause of my address",account_or_access,yes,
508861,I understand that but I wish there was a way to tell it to default to the explicit version when it's available.,music_or_content_request,no,
1190764,Can u please respond,other_or_unclear,no,
968296,"Actually, I can't vote. it's ""Case Closed"" Really annoying. I would welcome any ideas to make the process easier.",app_or_technical_issue,no,
338300,Simply add a feature that allows users to turn of Spotify connect WITHOUT having to go into Offline mode. Whichever device you hit play on-,playback_issue,no,
237567,Just got around to doing this and all it did was cancel my premium and delete all my songs... 🙃,subscription_or_payment,yes,
189319,"doesn't work unfortunately, also deleted the app numerous times and reinstalled as well",app_or_technical_issue,no,
1346917,No luck still. It could be the server blocking it. I am not sure,other_or_unclear,no,
79413,Error 404. Can't sign into my account. Please help.,account_or_access,yes,
2081623,"I also force closed the app, which stopped the download until I reopened the app again.",playback_issue,no,
1218594,The problem is still not fixed.,other_or_unclear,no,
1609242,Just an example but problem is specific to #Chromecast and exists for all albums,music_or_content_request,no,
1182773,Logout &gt; Restart &gt; Login &gt; Change Album = works! Thanks!,account_or_access,yes,
2749507,Yassssss rally the troops!,other_or_unclear,no,
190086,You should at least make it possible to view the address when you own the account. But thanks for the quick response.,account_or_access,yes,
1089993,I have this issue as well!,other_or_unclear,no,
1176569,"I tried that. Track 5 is supposed to be a collaboration with , track 14 is a collaboration with Anderson Paak., Ty Dolla $ign, BJ The Chicago Kid, and Raury. They are two completely different tracks with different lyrics and music.",other_or_unclear,no,
2877415,"It stops between tracks (sometimes even Shuffle Play won’t start) - but only before certain ones (as I said, most of them are recently added to playlists). Autoplay is enabled on all devices.",playback_issue,no,
1851961,"Samsung galaxy s8 , 8.4.23.784 armV7",other_or_unclear,no,
189823,"how long will this stay bundled bc yall want a credit card number, so as soon as this is discontinued I dont want to get charged! Thaaanks",subscription_or_payment,yes,
1592990,Okay Thank you for your fast response :) have a Good one,other_or_unclear,no,
343534,There’s no errors 😞 I click app &amp; it opens I click to open a second time and app loads (without installing again),app_or_technical_issue,no,
2245969,I'll look out for a tweet in future then. 👍,other_or_unclear,no,
611411,Awesome! Ive been trying to figure out how to do that for years. Thanks!,feature_or_product_question,no,
