tweet_id,message,similarity,historical_customer,historical_support
189335,"That didnt work either, I am still having the issue.",0.6819854518388586,@SpotifyCares Did not work. Still having same issue.,"@696712 Hey! Don't worry, we’re working on it as we speak. Stay tuned and keep your app updated. For now, does it help to log out and back in? /CO"
2439885,Well baby now WE have bad blood 😡,0.45764538175809516,@SpotifyCares @281524 Too bad.. 😒,"@281524 Hmm. We'd like to check your eligibility. If you've already had a subscription before, we're afraid you're no longer eligible since the offer is only available to new subscribers. Stay tuned for more deals for existing Premium subscribers, though 🙂 /AY"
323081,A real update please ? There has been no real up from you. And my last post on Monday was deleted why is that ?,0.594751001257541,@SpotifyCares You guys are the real OGs,"@648212 Don't worry, we’ll have it available to you as soon as it’s available to us. Let us know if you need anything else /NY"
1403679,"Thanks - my problem on that point is I only listen offline on one device, why can’t I save 9,999 songs then? I would assume that is a licensing issue that you can’t change. My downloads only work when I’m in the app, I can’t minimise the app and it carrys on very frustrating....",0.29814731080431955,@SpotifyCares I had to re-download all my offline playlists upon switching iphones and noticed the downloads seems to work when you’re in the app and not in the background when the app is minimised.,"@446339 For licensing reasons, we're afraid there's a download limit for each device. On another note, do you mean you're unable to listen to music when the app is running in the background? If so, what iOS and Spotify versions are you using? We'll see what we can suggest /AY"
2297262,"I've sent a DM abt my account's email address. Please, take a look. Thank you so much.",0.608686754809957,@SpotifyCares Done. I've sent you DM.,@267235 Hmm. Could you send us a DM with your account's email address? We'll take a look backstage /QI https://t.co/ldFdZRiNAt
677115,"Hi i will help answer her quest. Jd kalo lo langganan/bayar pake CC lo bakal dpt tuh Rp.4990 utk 3 bulan , tp kalo lo bayar pake pulsa lo bakal kena harga Rp49.900 utk 3 bulan.. Kalo utk transfer itu hak ada promo 49.900 slma 1 bulan",0.4779003419117384,"@SpotifyCares Ya y siguen con lo mismo.
No tendrán un número de días promedio o algo así?",@637790 ¡Hola! La devolución del dinero depende de tu entidad bancaria. Te sugerimos que te vuelvas a contactar con ellos /HB
211369,"i think you have a portfolio of ""non descript"" standard responses like this :( How can this be so after a month of daily complaints.",0.47028694984092756,"@SpotifyCares sick and tired of these standard responses. This has been the hottest topic for a month now, and you still have not responded with substance",@166072 We hear you 🎧 Rest assured your feedback will be passed on to the right folks / PX
1297574,Thank you for the fast response and consideration.,0.7271248944560725,@SpotifyCares Okay Thank you for your fast response :) have a Good one,@489595 2: display. We’re always testing things in order to improve &amp; we'll pass on your thoughts to our devs /JU
1616430,"Weird, I opened iTunes and then it restored my media controls. Must be a High Sierra bug I guess 👍",0.3510775816828131,@SpotifyCares Only on High Sierra. I’m on version: https://t.co/F0GjjZIdo2,"@297559 Hi there! Just to check, did the issue only happen when you've upgraded to High Sierra? Also, what's the Spotify version you're rocking? /JM"
91680,"I know, but your UI is saying that I’m at 1k+ of 4k+ downloads. It seems like it should say 1k+ of 3,333. ;)",0.2810566488955104,@SpotifyCares @SpotifyCares say no more y’all lit,"@214182 Hi, help's here! Could you send us a DM with your account's email address or username? We'll take a look backstage /LO https://t.co/ldFdZRiNAt"
2203792,"I far prefer that look to the standard view, I️m on iOS if that helps the team out cheers!",0.32245979743633296,@SpotifyCares But it has so far,"@131101 Sorry to hear you feel that way. We can guarantee you that your thoughts won't fall on deaf ears. If anything else comes up, let us know. We're here for you /AC"
2427700,"Thanks, that would be great! Love your music and would love to listen to the books in the car. Keep up the good work! 👍🏻",0.4224698628011932,@SpotifyCares Love you work 🕺,@734953 Thanks. We'll get this reported. Great detective work! https://t.co/LpsmyUtme0 /MT
2294344,Thanks . Talk to you there.,0.6428815584611215,@SpotifyCares This is what i am getting when trying to talk to them https://t.co/UxxwmDxaK1,@175357 Got it. Our friends in Artist Support are the right folks to help with this. You can get in touch with them here: https://t.co/p1wbtdELHu /MT
1764683,"When I open my phone Spotify, it automatically finds this. Why isn't there a way to disable this? It's ridiculous!",0.30704650103039877,@SpotifyCares It isn't there and I scrolled all the way through.,@170773 Hmm. Can you search for spotify:genre:decades on the app? Scroll through the list to see your Your Time Capsule playlist /RC
1435271,I did already and it‘s still not working.. I also deleted the app and downloaded it again but it still doesnt play the songs..,0.5589974367657101,@SpotifyCares I deleted the app and downloaded it back #allgood! Thanks,@566343 Does restarting the device help at all? We'll keep an eye out for your message /RC
2704317,No error messages; Spotify literally just pauses when Snapchat goes off; I have to go back into the app and hit play again. This is happening to my friends too,0.3169174947881904,@SpotifyCares No error messages.,@373596 Are you getting any specific error messages? Can you also DM us your account's username or email address? We'll check things out for you /YM https://t.co/ldFdZRiNAt
2125252,Thanks. So helpfull for me.,1.0,@SpotifyCares Thanks,@471417 Hey there! We're launching in new countries as often as possible. Sign up here to be first to hear: https://t.co/XDwWzj7cLP 🙂 /KL
1517196,Everything else connects through wi-fi so can’t check another Bluetooth device.,0.5340846904544931,"@SpotifyCares I tried Wi-Fi and LAN cable on laptop, Wi-Fi and LTE connection on cell.","@318048 Does this happen over 3G/4G, WiFi, or both? If possible, could we get you to try using a different network connection? /DD"
2677962,Ahh Spotify Cares appreciate it,0.5462926634012127,@SpotifyCares Thank you .. That s very kind of U ..Spotify Cares indeed xx,@294502 Hey! We've replied to your DM. Check it out and we'll continue over there /RC
129249,Replied via dm please check,0.720401429024251,@SpotifyCares I dm’d it to you. Can you check it?,@144792 Hey there! Can you DM us your account's email address or username? We'll take a look backstage /RH https://t.co/ldFdZRiNAt
2608713,Please don't leave me.,0.47796631305557985,@SpotifyCares I don't see it! https://t.co/dtbDvfULQH,@155923 Sorry for the confusion! Here are some steps to reach the equalizer setting on Spotify for your Android: Log in to Spotify &gt; Your Library &gt; Settings &gt; Music Quality &gt; Equalizer. Keep in mind these settings vary depending on your device. Let us know how you get on /TI
2368045,Thanks. Fortunately have the #Zombi2 main theme up already so I can enjoy 's genius there! 🎧🎼,0.2679969747754867,@SpotifyCares I currently only have 2 songs on my main,@191232 Hey there! Can you let us know what happened exactly? We'll look into it /GS
2198191,"Fair play S people, its android latest on samsung s7",0.6327391444986256,"@SpotifyCares Samsung s7, Android 7, and the latest Spotify version.","@122338 Hey, help's arrived! Can you tell us what device, operating system, and Spotify version you're using? We'll see what we can suggest /CH"
2523560,"Been there, done that my friend ! Still clueless and incapable of preventing that from happening again and again...",0.5156549737568146,@SpotifyCares Thanks @SpotifyCares you're my only friend,"@737890 Hey, no worries! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /RB"
2131397,I force-closed the app and opened it back up. It’s back to normal now. Hopefully just a one time thing. If it happens again I’ll let you guys know. Thanks!,0.47752271353867304,@SpotifyCares If I can think of anything I'll let you guys know thanks :),"@641285 Sorry to hear that. Rest assured, your feedback has been noted and passed onto the team. If there's anything else, just let us know 🙂 /AU"
9377,Then after about 5 hours it glitches again,0.5875808402106042,@SpotifyCares Could it be up in a few hours?,@426287 Hi! This could be due to licensing issues. Hopefully we'll be able to have it in your area soon. More info here: https://t.co/0i8GpimuDa /AR
2078280,RECIÉN VEO ESTO POR DIOS QUE MARAVILLA,0.5802996188649745,"@SpotifyCares La cuenta es de mi sobrina, que en un primer momento la hizo por una promoción del banco Galicia que era gratis por 6 meses, y después hizo una cuenta Premium. Me fijo en el recibo de la cuenta y aparece una nada más, pero me cobran dos. Gracias por contestar.",@642977 ¡Hola Viviana! Dinos qué podemos hacer por ti y con gusto te ayudaremos /BE
581520,thanks - all settled - still very concerning that someone knew an impossible extremely long 17digit password - sounds like someone has gotten into your system because no-one knows my password - no one,0.265057920903005,"@SpotifyCares At 50% volume on my phone it’s almost impossible to hear it, at 100% it’s sounds like 75%. It’s not the headphones or the jack port","@160067 Hey! Can you give us a bit more info on what's happening? What iPhone, iOS, and Spotify version are you using? We'll do our best to help /CB"
1339988,Ah no only on my phone,0.8381180376926041,@SpotifyCares Ah. It's back.,@308058 Got it. Just keep us in the loop if it happens again after the update. We'll be right here waiting /NY
867554,I was listening to the new Trivium album and sometimes a song not in the playlist would play after a song.,0.47454251809437725,@SpotifyCares Why can't I play the song? 😧,"@206190 https://t.co/sUC7OzMtJR! If you need anything else, just shout and we'll come running 🏃 /AC"
2216066,Spotify does care!🙌🏼,0.7613954752089358,@SpotifyCares Aw. Spotify does care! Thanks,@132064 Hey Kate! We'll help out. Can you DM us your account's email address? We'll take a look under the hood /AN https://t.co/ldFdZRiNAt
431433,"It's the heading for the ""browse"" section. It's in both Chinese and English because HK is bilingual. But it should be in Traditional Chinese",0.6475555236714886,@SpotifyCares It’s a Chinese song. “默-那英”,@470219 Hey there! What song are you looking for? We'll look into this /SY
1295664,"Apple iPhone SE, iOS 11, and newest version of Spotify.",0.6095226685218074,"@SpotifyCares I’m on iPhone SE, iOS 11.0.2, latest version of Spotify","@555607 Hey Rico, help's here! Can you let us know your device's model, operating system, and Spotify version? We'll see what we can suggest /JP"
699074,Why can’t it just be random? We just want random. A playlist of 40 songs and 5 artists coming up like that is awful.,0.2990559376136744,"@SpotifyCares No error message, just random skipping while playing in the car.","@159354 Got it! Are you getting any error messages? If so, sending us a screenshot of it would be handy /PL"
1199008,But I have a song on Spotify but I search for it my name doesn’t come up,0.420969394655268,@SpotifyCares https://t.co/XB9ofl0OwN - not my song! Come thru is my only song https://t.co/1NPnrfDKRZ,@446186 Hi! Can you send over the URIs of the contents that should be on a separate page? Just right-click the track &gt; Share &gt; URI /PC
1152029,wifi. I try playing music directly on the,0.3309208608700332,@SpotifyCares I play directly,"@158649 Thanks. By the way, do you play directly through the speakers of your iPhone/iPad or stream to a partner device? /JU"
2851466,"I've been waiting for the playlist to be ""more in tune"" since weeks but nothing is changing...",0.4727006706916789,@SpotifyCares I’ve been waiting for almost 10 years,@288453 Hey! We'd love to have them on Spotify! Hopefully we will in the future. Check this out: https://t.co/MEjmIRL2eB /DF
737374,"Hello, guys It is 8.4.22.857 armV7 I hope I can help you",0.5726878814175174,@SpotifyCares I found it! The version is 8.4.22.857 armV7,"@293133 Hey there! What device, operating system, and Spotify version are you using? We'll take a look /RB"
711777,It recently updated to the newest version of Spotify and I have it on a laptop.,0.43576448448097727,"@SpotifyCares It's okay now! It appeared after I updated to the newest version, thank you tho!",@575644 Hey! Can you get back to us with the exact device you're using as well as the operating system and Spotify versions it's running? /JL
681878,"It was a joke, but try clicking ""translate"", it might be helpful",0.4210791132478735,@SpotifyCares Not helpful. ☹️,"@262828 Hey! We're afraid that's not possible right now, but we have more info about this on our Community. Check it out: https://t.co/z6UP3E9TgR /NJ"
1577528,"Different issues: occasionally when I try to play a playlist I have, it either won't play or tells me to get premium.",0.34013461160721514,"@SpotifyCares https://t.co/37v1PW01IK 
It's set to United States- this whole album won't play even when I put it in a playlist","@554019 Hey Maddie, can you send us the Song Link? Just tap the three dots &gt; Share &gt; Copy Link. Also, what country is your account set to? /SY"
1087023,Id say probably around 2500,0.4924903554579262,@SpotifyCares @SpotifyCares say no more y’all lit,"@214182 Hi, help's here! Could you send us a DM with your account's email address or username? We'll take a look backstage /LO https://t.co/ldFdZRiNAt"
1526256,Noted and voted. I still use the old Starred playlist as well so it’s not the end of the world.,0.31853301668012435,"@SpotifyCares Yeah the starred playlist. There have been times where I’ve noticed I’ve accidentally swiped a song off, but this was more than usual","@648201 Hi Dylan! We're afraid it's not possible right now. Just to check, are you pertaining to your Starred playlist? /NY"
2118668,for DVSN plsss and thank you,0.3694233955617665,@SpotifyCares Where’s Dvsn’s new album?! It’s on Apple Music but not on Spotify? Also what’s this crap about a download limit?,@199771 Gotcha. You'll need to pull down your playlist &gt; release it &gt; tap the three horizontal lines at the top. Keep us posted /AY
79452,I haven’t had premium before but can’t get it as it say unable to do via a virgin phone.,0.544778279926645,@SpotifyCares @593154 virgin,"@593154 Hmm. It looks like you've sent a link for a different album. Just to check, is David Bowie's album showing the right cover art now? /MU"
272515,Sorry nevermind. My small account wasn't worth the troubleshooting. I just made a new account. Thanks for jumping on this.,0.31367706317044486,@SpotifyCares Account name: sjoerd.jobse34,@670720 Hey! Can you send us your account's email address or username? We'll take a look backstage /RH
677092,Aren't we just better off cancelling our accounts and signing up again then? :/,0.49302017499434814,@SpotifyCares signing,@710428 Hey there! We're launching regularly in countries around the world. Sign up here to be first to hear the news: https://t.co/XDwWzj7cLP 🙂 /JI
2016110,No figured it out. I have to pay for premium in order to listen on my phone.,0.3185865222692796,"@SpotifyCares I figured out how to pay, but only after found a better offer on your homepage I “don’t qualify for”. #sadface","@783739 Hey Scott, help's here! You can sign up for the offer at https://t.co/08kG2Gkc0v. Hope this helps /GS"
917303,It's multiple songs in this Mixtape....,0.4025345724675034,"@SpotifyCares It's always done it, even after multiple updates!","@739608 Thanks for the info. Just to check, did this happen after the update? Keep us in the loop /GU"
2783463,Everything has not been good for three hours.,0.7880357487875657,@SpotifyCares Could it be up in a few hours?,@426287 Hi! This could be due to licensing issues. Hopefully we'll be able to have it in your area soon. More info here: https://t.co/0i8GpimuDa /AR
1353056,"36.1Gb free Spotify 8.4.24.871armV7 Android 6.0 When I set the storage to SD card, after the reboot it is again set to internal storage.",0.3889205746461643,"@SpotifyCares Yes. There's no option to specify download location if I format the SD card to be used as extra internal storage (which is what it should be), only if I format it as removable storage.","@274500 Hi Justen, help's arrived! Just to check, have you followed the exact steps here: https://t.co/zEMYB82ZiG? /FJ"
2653156,"""Submitted 2012"" This doesn't exactly inspire confidence",0.5504787023285365,@SpotifyCares 2012 https://t.co/bBdSEbQ6yQ,"@503711 We understand. We don't have any more info to share right now, but we'll let the team know it's a feature you'd like to see /MU"
1287119,It plays for about a song and a half and then the app shuts off. Also BT readout doesn't change songs on phone or in car/BT speakers.,0.3493681147307636,@SpotifyCares My Spotify plays on other (bt) devices. It's a car related thing.,"@468275 Thanks. Just to check, is this happening even if your phone isn't connected to your car? /DR"
2774599,"It’s an iPhone 7 Plus, iOS 11.1.2 and it’s he most recent Spotify update",0.6490551028121535,@SpotifyCares iPhone 8 plus on iOS 11.0.3,@342426 Got it. Can you let us know your device and operating system? We'll see what we can suggest /MG
1209343,No message comes up except when I try to press shuffle play,0.7015142904800594,@SpotifyCares They stop and then when I press shuffle again this comes up https://t.co/kFgvOfD6rc,"@577621 Just to check, are you getting any specific error messages when the tracks you're playing stop? If so, a screenshot of it would help /AR"
2689671,iPhone iOS 11.1.2. After it closed so many times it finally opened up.,0.5460726037773076,"@SpotifyCares iPhone 6, iOS 11.0.3 https://t.co/LjBrzL9HVr","@422419 Hey Camille, that doesn't sound right. What device, operating system, and version of Spotify is this happening on? We'll lend a hand /SY"
2066485,reezal93 that's my username and my account's email address is __email__,0.7887532968947158,@SpotifyCares Thanks my account's username is Alejandra Aptera and the email address is __email__,"@166081 Hey there, help's here! Could you DM us your account's username/email address? We'll check behind the scenes /RE https://t.co/ldFdZRiNAt"
2536595,what about on November 17???,0.5281625036823047,@SpotifyCares Have just tried that to no avail. It’s only happened since the last update on 17 November.,"@141624 Thanks! Does logging out, restarting your device, then logging back in help at all? /QI"
9371,Yes the music works fine no problem. Just the lock screen functionality has completely disappeared,0.40123731330067,@SpotifyCares The podcast option has completely disappeared https://t.co/4LqeHlw3SN,"@329829 Hi there. Just to clarify, is your Podcasts menu in Your Library missing? A screenshot of Your Library on the app will help too /LM"
2596601,"Windows 10, Spotify Desktop app latest one i think because i havent got any update since last week but the point is, When the Spotify freeze, the whole dekstop freeze, since early this year iv been using it.",0.32618650461623844,"@SpotifyCares Windows 10, Spotify v:1.0.69.323.g0f4f2ad0",@237306 Hey Joanna! That's odd. Can you let us know what operating system and Spotify version this is happening on? We'll check it out /CM
1157917,I have enough balance btw.,0.41846065639729907,@SpotifyCares its on PS4 btw..,@119559 Hi there! What's happening exactly? Are you having issues loading the app? We'll see what we can suggest /NQ
2284408,"The remix noo, the original of 💜🇪🇸",0.5469111969819975,"@SpotifyCares https://t.co/pHUmvHRtmB 

here’s the link. i think u put a remix as the original and i would like the original song back pls and thnxs",@664798 Hey there! Can you send us the Song Link? Just tap the three dots &gt; Share &gt; Copy Link /DF
1765622,"A song page loads, such as 's Wolves ( and then... nothing. The main button even says ""Pause"". No sound, no time ticking to show it's attempting to play.",0.2571505626323299,"@SpotifyCares for the last two months or so, the first page loads up, then when i go to a playlist etc its just the loading symbol nothing else","@160407 Thanks. When did you start having this issue? Also, what usually makes the app freeze? /RH"
2705127,That shows me mostly artists I don't listen to or haven't heard of. Any way to subscribe to specific artists so I know when they release stuff?,0.3377038598752247,@SpotifyCares I️ replied last night and haven’t heard back. ☹️,@470721 Hey Brandon! We've just replied to your DM. We'll carry on helping there /K
1125542,Felt good for that thank u,0.7443810721487651,@SpotifyCares it's all good now. Thank you!,"@275304 Got it. Can you try logging out of Spotify, restarting your device, and logging back in to see if that helps? /NY"
1847317,"Well, that's a shame. I'd like to see you all work with Brave to get that fixed! It's a good browser that could use the push.",0.33110065961648655,@SpotifyCares Nvm I fixed it all good,@383745 Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt
2672071,Just checked and it's up now.. cheers for the help tho,0.4992286697339452,"@SpotifyCares @115888
Just checked , still unavailable",@118118 Hey there! We're launching regularly in countries around the world. Sign up here to be first to hear: https://t.co/XDwWzj7cLP 🙂 /KC
1027100,"Thanks for the energy! For example, this track:",0.5331765554658002,@SpotifyCares Here’s another example https://t.co/ld2Gm7NYXA,@144805 Hey there! Can you let us know what's happening exactly? We'll see what we can suggest /FR
2473666,Thanks for getting back to me. How can I add a display name?,0.7083354238931902,@SpotifyCares Thanks for getting back at me 😊,@133615 We've just sent you a DM 🙂 /DR
2517257,Sure... I just found out what DM is (lol) but I don't know how to do it! Can you direct me please?,0.4500772705220479,@SpotifyCares I don't know how lol,"@326015 Thanks for that! If you could delete your tweet containing your email address and send it in a DM for your security, we'll take a look /TF https://t.co/ldFdZRiNAt"
2614456,Thank you for your reply even if there isn’t a solution yet.,0.7469321030373369,@SpotifyCares Thank you for reply!,@331185 Hey there. Sometimes content gets removed because of licensing changes. Hopefully we'll have it available again soon! /BH
2706972,11.1.2 and the newest Spotify update,0.49954640958884833,@SpotifyCares I have a samsung s7 edge. I have the newest Spotify update and the same for my phone.,"@321971 Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /RH"
160519,That did not resolve the issue my home macbook pro. My work desktop mac doesn't even have a spotify cache folder in the library directory.,0.4832292236355907,@SpotifyCares This did not resolve the issue.,@510250 Hmm. Can you try logging out &gt; restarting your phone &gt; logging back in? See if that makes a difference /GU
1397487,"I've just restarted, nothing, I have over 2000 songs downloaded, and I've somehow gained 1.16gb storage.. it makes no sense",0.41257478647281076,"@SpotifyCares But
But why
It makes no sense","@686126 Hey! With a Free account, there are some on-demand limitations depending on your device. But with Premium, you won’t get any limitations when streaming music, no matter what device you’re using. Rest assured, your feedback will be passed on to the right folks /DD"
2848317,"Interesting. I pay for a service, inc not sharing my info with , yet they blame for violating my privacy. #notaddingup",0.31859270729623024,@SpotifyCares Who pay for the service. This should be mentioned when you sign up to the premium account (2),@414370 2: We'll pass your feedback on to the right folks. We're here for you if there's anything else /YM
620325,But on the phone app 😭😭😭,0.6139151721275907,@SpotifyCares Roku app not phone app,"@463850 Hey Quinn! Could you let us know the phone model, operating system, and Spotify version you're using? We'll see what we can suggest /MT"
290153,"iPhone 7, IOS 11.0.3, Version 8.4",0.8970684207489369,"@SpotifyCares iPhone 7, IOS 11.0.2 and version of Spotify is: https://t.co/vNLGnEada0","@320113 Hey, help's here. What device, operating system, and Spotify version are you using? We'll see what we can suggest /AY"
187398,"thanks, I have sent a message via that link but I haven't had a response yet. Is that normal or should I send it again.",0.5759391419204927,@SpotifyCares Thank you. I just sent a message to this link.,@290420 Hey Sharon! Could you send us a DM with your account's email address or username? We'll take a look backstage /CH https://t.co/ldFdZRiNAt
1343812,hope it won't take 3 hours for it to get fixed ...,0.43822586642091493,@SpotifyCares Could it be up in a few hours?,@426287 Hi! This could be due to licensing issues. Hopefully we'll be able to have it in your area soon. More info here: https://t.co/0i8GpimuDa /AR
2618541,It normally doesnt and no its happening when im offline usually,0.4033905680934971,@SpotifyCares Its keeps happening im sad,@425498 That's strange. We'll get this passed on to our devs so they can look into it. Give us a shout if you need anything else /GU
230260,"Still no joy, it's only when a video comes up on the feed, never happened before",0.3886156782522413,@SpotifyCares No it doesnt crash. I watch the video and then the “thanks for watching” video comes next and then boom 3 ads pop up,"@425498 Hey, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /RI"
2784992,i already had premium so it’s impossible for me getting three months for $0.99,0.6361059192157409,@SpotifyCares I could be getting 3 months for 99c https://t.co/T3tTBbFXle,@769811 Hey Mel! We're here to help. Can you DM us your account's email address? We'll take a look under the hood /AN https://t.co/ldFdZRiNAt
2545867,"Aha, the ""new window"" did the trick! So you will still get my money in the future 🙂 Thx for helping out.",0.3444075950223439,@SpotifyCares Yes! That did the trick.  Thanks for your help!,"@446337 Got it, and thanks for sharing that! Can you try logging out, restarting your device, then logging back in? Let us know if that helps /QI"
2154953,So youre the “spotify care” team that doesnt have an answer to a simple question. #typical #spotifydoesntcare #profitbeforepeople,0.3161477982853887,@SpotifyCares WELL YOU’VE BLOODY WELL GOT MY VOTE SPOTIFY. YOU TAKE CARE NOW.,"@714774 Hey Danny! This isn't possible right now, but we can see how that’d be useful. You can vote for the official idea here: https://t.co/t64lsvMKm2 /KB"
2859044,"As you can see, there's no option to play the album immediately. If I add to queue, it gets pushed to the end.",1.0000000000000002,"@SpotifyCares As you can see, there's no option to play the album immediately. If I add to queue, it gets pushed to the end. https://t.co/RgjMfd58X5","@794525 Thanks. You can tap the Now Playing bar to bring up the Now Playing view. You can also turn on or turn off Shuffle there. We have more info here: https://t.co/Um7DQ7RV6o. Any questions, just give us a shout /LO"
2306176,This is disappointing to say the least,0.6174016418349726,@SpotifyCares @SpotifyCares say no more y’all lit,"@214182 Hi, help's here! Could you send us a DM with your account's email address or username? We'll take a look backstage /LO https://t.co/ldFdZRiNAt"
649088,"Nexus 5X running Android 8.0.0 spotify version 8.4.21.508, I'm beginning to wonder if it's the OS that's killing it off due to lack of ram?",0.4635116615717762,"@SpotifyCares Thanks! I'm using a Nexus 5X running Android 8, Spotify version 8.4.26.770 armV7","@525731 Hi there! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /PL"
166624,Ok i would love to see it!,0.4492561219673303,"@SpotifyCares I also love Khia, Trina, and smashmouth!","@375830 Hey Sara! We sure can. What type of music would you like? Also, can you name a few artists you'd like to be added? /JS"
2035222,thank you! Ive done my best each time to directly communicate &amp; and my distro this time has been very thorough :( to hoping,0.3862306300275375,@SpotifyCares About time!,"Something’s not quite right, and we’re looking into it. Thanks for your reports!"
1962698,I think it does that when I go from having service to a dead zone and then instantly getting service back. Second time it's happened.,0.37326551593941504,@SpotifyCares Now that’s service! https://t.co/OMxOT0F9z3,@382883 Thanks. We’re working on it at the moment. We're always trying to improve Spotify. Stay tuned /BE
1450227,I have lots of relatives who live in Saudi Arabia also and they were able to create their accounts.,0.6037359444667287,@SpotifyCares Saudi Arabia.,@456526 Hmm. Can you let us know what country you're currently located at? /DR
2746334,It's happening on any playlist and it's only on the phone. The correct queue shows on the iPad.,0.3629540281576843,@SpotifyCares That is correct - not one on the playlist,@517161 Hey Fred! Just to confirm are you getting songs that are not on your playlist? /JP
2422832,"I've told you what's happening. I keep getting this with you - I don't work for you, I've given you more information about your bug than you'd get from a non-technical person and certainly enough to diagnose the issue. You have my username, why do you need my ip and email??",0.2993717561427204,@SpotifyCares Still don't work,@301925 Great. Can we have you try clearing your cache/cookies? You might also want to try using an incognito window. Let us know how it goes /JI https://t.co/ldFdZRiNAt
1627433,"Oh, sorry I meant to follow up! It started working once I quit Spotify that was running on another Mac – hope that helps problemshoot.",0.40928064007134635,@SpotifyCares Oh sorry. Going to follow up with dm,"@186717 Got it. To cover all bases, could you get back to us with the device/OS that's connected to Google Home? We'll be waiting /MT"
